Query	Hit	Rank	Probability	E-Value
STU2	XPO1	64	84.2	0.049
STU2	LTN1	65	82.9	0.062
STU2	TTI1	68	79.5	0.1
STU2	SCY1	70	77.9	0.12
STU2	LAA1	73	74.5	0.18
STU2	SHE4	74	73.6	0.2
STU2	KOG1	84	63.4	0.46
STU2	TR732	87	62.4	0.49
STU2	HGH1	94	57.8	0.68
STU2	SYO1	100	53.8	0.87
STU2	USO1	102	53.0	0.92
STU2	SIL1	109	46.0	1.4
STU2	BLM10	111	45.6	1.4
STU2	RPN1	115	41.9	1.8
STU2	BNI1	119	39.1	2.1
STU2	MAK21	121	34.9	2.7
STU2	VATH	138	23.8	5.7
AP3B	AP3D	1	100.0	2.4e-51
AP3B	AP2A	2	100.0	3.1e-50
AP3B	COPG	3	100.0	6.3e-40
AP3B	COPB	4	100.0	8.0e-48
AP3B	AP2B	5	100.0	6.6e-57
AP3B	AP1G1	6	100.0	8.7e-55
AP3B	AP1B1	7	100.0	1.1e-56
AP3B	2AAA	8	99.2	5.7e-16
AP3B	IMB2	9	98.2	2.0e-10
AP3B	VAC14	10	98.2	3.8e-10
AP3B	SF3B1	11	98.2	2.2e-10
AP3B	VAC8	12	98.2	3.2e-10
AP3B	IMB3	13	98.1	6.4e-10
AP3B	GCN1	14	97.9	2.7e-9
AP3B	IMA1	15	97.8	4.9e-9
AP3B	TOR2	16	97.7	1.2e-8
AP3B	PDS5	17	97.6	2.3e-8
AP3B	TOR1	18	97.6	2.1e-8
AP3B	DOHH	19	97.5	3.2e-8
AP3B	ECM29	20	97.4	7.0e-8
AP3B	RPN2	21	97.2	2.5e-7
AP3B	IMB1	22	97.0	8.4e-7
AP3B	STU2	23	96.9	9.1e-7
AP3B	IMB4	24	96.4	6.8e-6
AP3B	VID28	25	96.1	2.3e-5
AP3B	KA120	26	96.0	2.6e-5
AP3B	CND1	27	95.9	3.4e-5
AP3B	CND3	28	95.7	6.2e-5
AP3B	CEX1	29	95.6	7.5e-5
AP3B	UTP20	30	95.6	7.4e-5
AP3B	RRP12	31	95.5	9.9e-5
AP3B	CSE1	32	95.5	9.2e-5
AP3B	NMD5	33	95.2	0.00019
AP3B	UFD4	34	94.9	0.0003
AP3B	EF3B	35	94.8	0.00034
AP3B	UTP10	36	94.8	0.00037
AP3B	SHE4	37	94.5	0.0005
AP3B	SXM1	38	94.5	0.00055
AP3B	SCC2	39	94.4	0.0006
AP3B	EF3A	40	94.4	0.00057
AP3B	MOT1	41	94.3	0.00071
AP3B	VPS15	42	93.4	0.0016
AP3B	RTP1	43	92.0	0.0043
AP3B	NEW1	44	91.9	0.0047
AP3B	MET18	45	89.6	0.013
AP3B	STU1	46	89.1	0.015
AP3B	LAA1	47	88.1	0.02
AP3B	KOG1	48	87.2	0.026
AP3B	SCC3	49	86.5	0.031
AP3B	FES1	50	84.9	0.043
AP3B	TR732	52	78.8	0.11
AP3B	RPN1	53	76.7	0.14
AP3B	HGH1	54	73.5	0.2
AP3B	IPI1	55	68.6	0.31
AP3B	HSM3	56	51.1	1
AP3B	TSC11	57	51.1	1
AP3B	XPO1	59	43.8	1.6
AP3B	MAK21	61	38.4	2.2
AP3B	SYO1	62	35.9	2.6
AP3B	BLM10	63	33.1	3
AP3B	USO1	64	32.1	3.2
AP3B	TTI1	65	29.6	3.8
AP3B	VATH	70	21.2	6.9
NMD5	KA120	1	100.0	5.6e-55
NMD5	IMB4	2	100.0	2.2e-36
NMD5	SXM1	3	100.0	6.7e-74
NMD5	IMB1	4	100.0	6.7e-39
NMD5	CSE1	6	100.0	1.7e-62
NMD5	IMB3	7	99.9	1.4e-27
NMD5	IMB2	8	99.9	2.0e-28
NMD5	XPO1	10	99.9	1.0e-31
NMD5	RRP12	14	98.6	3.7e-12
NMD5	SF3B1	15	98.4	6.5e-11
NMD5	GCN1	16	98.1	4.5e-10
NMD5	2AAA	17	97.9	2.8e-9
NMD5	UTP20	18	97.7	1.3e-8
NMD5	ECM29	19	97.5	3.6e-8
NMD5	TOR2	20	97.4	1.0e-7
NMD5	VAC14	21	97.2	2.7e-7
NMD5	MET18	22	97.0	6.6e-7
NMD5	TOR1	23	96.8	1.6e-6
NMD5	UTP10	24	96.4	7.5e-6
NMD5	COPG	25	95.6	7.2e-5
NMD5	VAC8	26	94.7	0.00037
NMD5	AP1B1	27	94.4	0.00059
NMD5	EF3B	28	93.7	0.0013
NMD5	EF3A	29	93.7	0.0013
NMD5	NEW1	30	91.6	0.0056
NMD5	IMA1	31	90.6	0.0088
NMD5	RTP1	32	90.6	0.0087
NMD5	MOT1	33	89.1	0.015
NMD5	COPB	34	87.4	0.025
NMD5	AP3D	35	86.2	0.033
NMD5	CEX1	36	85.3	0.04
NMD5	STU2	37	83.2	0.059
NMD5	VPS15	38	82.2	0.069
NMD5	UFD4	39	81.9	0.072
NMD5	AP3B	40	81.4	0.079
NMD5	AP2A	41	81.3	0.079
NMD5	TTI1	42	77.8	0.13
NMD5	CND1	43	73.0	0.21
NMD5	PDS5	44	70.2	0.27
NMD5	AP2B	46	61.3	0.53
NMD5	IPI1	47	55.5	0.78
NMD5	AP1G1	48	55.2	0.8
NMD5	CND3	49	48.7	1.2
NMD5	SCC2	50	40.6	1.9
NMD5	STU1	51	32.1	3.2
NMD5	FES1	52	29.6	3.8
NMD5	SCC3	53	27.7	4.3
NMD5	KOG1	54	26.5	4.7
NMD5	LAA1	55	24.2	5.5
NMD5	DOHH	57	21.9	6.6
NMD5	BLM10	58	20.0	7.6
DOHH	RPN2	1	99.1	6.1e-15
DOHH	AP1B1	2	98.9	8.5e-14
DOHH	2AAA	3	98.8	4.1e-13
DOHH	IMA1	4	98.7	2.3e-12
DOHH	AP2B	5	98.7	1.3e-12
DOHH	VAC8	6	98.6	7.3e-12
DOHH	COPB	7	98.6	5.5e-12
DOHH	AP3D	8	98.5	1.1e-11
DOHH	COPG	9	98.2	2.1e-10
DOHH	VAC14	10	98.1	4.7e-10
DOHH	AP3B	11	98.0	1.5e-9
DOHH	SF3B1	12	97.9	2.6e-9
DOHH	CND3	13	97.9	3.3e-9
DOHH	AP1G1	14	97.8	5.1e-9
DOHH	RPN1	15	97.7	1.5e-8
DOHH	GCN1	16	97.5	4.2e-8
DOHH	IMB2	17	97.4	8.8e-8
DOHH	TOR2	18	97.3	1.7e-7
DOHH	ECM29	19	97.3	1.7e-7
DOHH	TOR1	20	97.2	2.2e-7
DOHH	VID28	21	97.2	3.0e-7
DOHH	SHE4	22	97.1	4.3e-7
DOHH	VPS15	23	97.1	4.7e-7
DOHH	IMB3	24	97.0	5.8e-7
DOHH	IMB4	25	96.9	9.3e-7
DOHH	AP2A	26	96.9	9.6e-7
DOHH	UFD4	27	96.8	1.5e-6
DOHH	PDS5	28	96.8	1.4e-6
DOHH	CEX1	29	96.6	4.3e-6
DOHH	IMB1	30	96.5	5.3e-6
DOHH	EF3A	31	96.5	6.5e-6
DOHH	STU2	32	96.4	7.9e-6
DOHH	EF3B	33	96.4	6.8e-6
DOHH	MOT1	34	96.4	7.3e-6
DOHH	NEW1	35	96.3	9.7e-6
DOHH	UTP20	36	95.5	0.0001
DOHH	RTP1	37	95.3	0.00015
DOHH	FES1	38	95.3	0.00016
DOHH	MET18	39	94.9	0.0003
DOHH	TR732	40	94.4	0.0006
DOHH	SCC2	41	94.0	0.00098
DOHH	CND1	42	93.5	0.0016
DOHH	HGH1	44	91.1	0.0069
DOHH	VATH	45	90.1	0.011
DOHH	SCC3	46	88.9	0.016
DOHH	KOG1	47	88.7	0.017
DOHH	UTP10	48	86.1	0.034
DOHH	STU1	49	86.0	0.034
DOHH	USO1	50	76.0	0.15
DOHH	RRP12	51	68.4	0.31
DOHH	SYO1	52	66.6	0.36
DOHH	LAA1	53	62.4	0.49
DOHH	KA120	54	51.8	0.99
DOHH	CSE1	55	49.1	1.2
DOHH	IPI1	56	48.8	1.2
DOHH	NMD5	57	47.7	1.3
DOHH	SXM1	58	34.3	2.8
HIR3	CYC8	12	66.4	0.37
HIR3	FIS1	34	34.3	2.8
HIR3	SEC17	42	20.2	7.5
HGH1	VAC8	1	98.7	9.7e-13
HGH1	IMA1	2	98.5	1.7e-11
HGH1	SHE4	3	98.1	4.7e-10
HGH1	VID28	4	98.1	4.9e-10
HGH1	VATH	5	97.6	2.8e-8
HGH1	UFD4	6	97.4	7.7e-8
HGH1	FES1	7	97.2	2.3e-7
HGH1	SYO1	8	96.3	1.2e-5
HGH1	2AAA	9	94.3	0.00066
HGH1	AP3D	10	93.4	0.0017
HGH1	USO1	11	91.3	0.0064
HGH1	SF3B1	12	86.9	0.028
HGH1	DOHH	13	86.3	0.032
HGH1	VAC14	14	85.7	0.037
HGH1	IMB2	15	85.5	0.038
HGH1	AP1B1	16	82.1	0.07
HGH1	COPG	17	80.7	0.086
HGH1	AP2B	18	80.0	0.094
HGH1	VPS15	19	78.5	0.11
HGH1	TOR1	20	75.1	0.17
HGH1	CND1	21	74.5	0.18
HGH1	IMB3	22	68.9	0.3
HGH1	GCN1	23	66.7	0.36
HGH1	AP1G1	24	66.7	0.36
HGH1	EF3B	25	65.0	0.41
HGH1	TSC11	26	61.7	0.52
HGH1	EF3A	27	61.6	0.52
HGH1	NEW1	28	57.5	0.69
HGH1	COPB	29	57.5	0.69
HGH1	TOR2	30	56.1	0.75
HGH1	PDS5	31	54.6	0.83
HGH1	AP3B	32	52.1	0.97
HGH1	SIL1	33	43.3	1.6
HGH1	MOT1	34	42.4	1.7
HGH1	CEX1	36	36.7	2.4
HGH1	UTP20	37	35.1	2.7
HGH1	AP2A	38	32.0	3.3
HGH1	STU2	41	25.6	5
HGH1	MET18	42	25.6	5
HGH1	HSM3	43	23.2	5.9
HGH1	ECM29	44	22.9	6
HGH1	SCC2	45	21.6	6.7
SF3B1	IMB3	1	99.6	5.2e-20
SF3B1	IMB2	2	99.6	4.1e-21
SF3B1	IMB4	3	99.6	2.9e-20
SF3B1	GCN1	4	99.5	6.4e-19
SF3B1	IMB1	5	99.5	7.7e-19
SF3B1	TOR2	6	99.4	1.8e-17
SF3B1	TOR1	7	99.4	2.7e-17
SF3B1	2AAA	8	99.4	3.2e-18
SF3B1	ECM29	9	99.3	7.6e-17
SF3B1	RRP12	10	98.9	2.0e-13
SF3B1	VAC14	11	98.8	3.1e-13
SF3B1	UTP20	12	98.8	9.0e-13
SF3B1	MET18	13	98.4	3.5e-11
SF3B1	MOT1	14	98.4	4.8e-11
SF3B1	CSE1	15	98.3	1.4e-10
SF3B1	AP1B1	16	98.3	1.7e-10
SF3B1	IMA1	17	98.1	6.6e-10
SF3B1	KA120	18	98.0	1.4e-9
SF3B1	VAC8	19	98.0	1.0e-9
SF3B1	COPG	20	98.0	1.1e-9
SF3B1	UTP10	21	97.9	2.5e-9
SF3B1	STU2	22	97.7	1.4e-8
SF3B1	SXM1	23	97.7	9.9e-9
SF3B1	NMD5	25	97.6	2.3e-8
SF3B1	AP2B	26	97.4	6.7e-8
SF3B1	AP3D	27	97.3	1.5e-7
SF3B1	COPB	28	97.2	2.9e-7
SF3B1	AP3B	29	97.2	2.4e-7
SF3B1	VPS15	30	97.1	4.1e-7
SF3B1	RPN2	31	96.5	6.4e-6
SF3B1	NEW1	32	96.4	8.6e-6
SF3B1	EF3A	33	96.4	7.2e-6
SF3B1	EF3B	34	96.3	1.1e-5
SF3B1	AP1G1	35	96.3	1.2e-5
SF3B1	CEX1	36	96.1	2.5e-5
SF3B1	UFD4	37	95.9	4.1e-5
SF3B1	PDS5	38	95.9	3.4e-5
SF3B1	VID28	39	95.8	5.0e-5
SF3B1	DOHH	40	95.7	5.9e-5
SF3B1	SCC2	41	95.7	6.6e-5
SF3B1	AP2A	42	95.6	7.8e-5
SF3B1	RTP1	44	94.5	0.00049
SF3B1	STU1	45	94.2	0.00075
SF3B1	XPO1	46	93.9	0.0011
SF3B1	CND3	47	93.6	0.0014
SF3B1	SHE4	49	89.2	0.015
SF3B1	FES1	50	87.7	0.023
SF3B1	CND1	52	84.0	0.052
SF3B1	IPI1	53	83.5	0.056
SF3B1	TR732	54	76.2	0.15
SF3B1	RPN1	55	65.1	0.4
SF3B1	SCC3	56	59.5	0.6
SF3B1	LAA1	58	50.9	1
SF3B1	KOG1	59	50.9	1
SF3B1	USO1	61	41.3	1.9
SF3B1	SCY1	62	35.1	2.7
SF3B1	TTI1	63	25.5	5
SHE4	VAC8	1	99.7	7.0e-22
SHE4	VID28	2	99.7	4.4e-23
SHE4	IMA1	3	99.6	4.2e-20
SHE4	UFD4	4	99.1	7.7e-15
SHE4	HGH1	5	98.4	5.1e-11
SHE4	2AAA	6	98.4	5.3e-11
SHE4	VATH	7	98.2	3.3e-10
SHE4	FES1	8	98.0	1.3e-9
SHE4	SYO1	9	97.4	6.8e-8
SHE4	GCN1	10	97.1	4.2e-7
SHE4	IMB2	11	97.0	5.9e-7
SHE4	AP1B1	12	97.0	6.2e-7
SHE4	TOR1	13	96.9	1.0e-6
SHE4	IMB3	14	96.8	1.4e-6
SHE4	AP2B	15	96.8	2.0e-6
SHE4	SF3B1	16	96.6	3.4e-6
SHE4	VAC14	17	96.4	8.7e-6
SHE4	USO1	18	96.4	8.9e-6
SHE4	COPB	19	96.4	8.4e-6
SHE4	TOR2	20	96.3	1.1e-5
SHE4	COPG	21	96.3	1.2e-5
SHE4	DOHH	22	96.0	3.1e-5
SHE4	IMB1	23	95.7	6.9e-5
SHE4	AP3D	24	95.5	9.3e-5
SHE4	ECM29	25	95.5	0.0001
SHE4	AP3B	26	94.4	0.00059
SHE4	IMB4	27	93.7	0.0013
SHE4	RPN2	28	92.8	0.0026
SHE4	NEW1	29	92.1	0.0043
SHE4	UTP20	30	91.5	0.0057
SHE4	EF3A	31	91.5	0.0059
SHE4	EF3B	32	90.6	0.0087
SHE4	MET18	33	90.6	0.0088
SHE4	PDS5	34	89.9	0.012
SHE4	SIL1	35	89.9	0.012
SHE4	AP2A	36	88.2	0.02
SHE4	MOT1	37	88.0	0.021
SHE4	AP1G1	38	86.4	0.032
SHE4	CEX1	39	83.8	0.053
SHE4	KOG1	40	78.8	0.11
SHE4	CND1	41	78.2	0.12
SHE4	VPS15	42	76.3	0.15
SHE4	RTP1	43	75.5	0.16
SHE4	STU2	46	65.8	0.38
SHE4	TSC11	47	65.8	0.38
SHE4	CND3	48	64.9	0.41
SHE4	SCC2	49	52.5	0.95
SHE4	UTP10	50	50.3	1.1
SHE4	RRP12	51	48.7	1.2
SCY1	CEX1	3	100.0	8.6e-55
SCY1	VPS15	68	99.9	3.8e-34
SCY1	2AAA	124	94.1	0.00086
SCY1	NEW1	125	67.8	0.33
SCY1	SF3B1	126	64.5	0.43
SCY1	EF3B	127	61.3	0.53
SCY1	EF3A	128	60.2	0.58
SCY1	STU2	129	59.0	0.62
SCY1	UTP20	130	53.5	0.89
SCY1	MET18	131	52.2	0.96
SCY1	VAC14	132	46.1	1.4
SCY1	TOR1	133	44.6	1.5
SCY1	AP1B1	134	40.1	2
SCY1	AP3B	135	39.5	2.1
SCY1	IMB2	136	36.5	2.5
SCY1	IMB3	137	33.0	3.1
SCY1	TOR2	138	32.7	3.1
SCY1	AP2B	139	29.4	3.9
SCY1	COPB	140	28.4	4.1
SCY1	COPG	141	27.9	4.3
SCY1	GCN1	142	26.1	4.8
SCY1	SCC3	143	21.3	6.8
SCY1	AP3D	144	21.0	7
SCY1	ECM29	145	20.6	7.2
SCY1	IMB1	146	20.6	7.3
INO80	CHD1	4	100.0	1.7e-63
INO80	MOT1	12	100.0	1.7e-59
INO80	FHL1	89	93.5	0.0015
SDA1	MAK21	1	80.2	0.092
SDA1	NOC3	2	61.9	0.51
SDA1	AP1B1	4	56.6	0.73
SDA1	CND1	7	36.2	2.5
SDA1	VPS15	9	21.2	6.9
EF3B	NEW1	3	100.0	2.0e-156
EF3B	EF3A	18	100.0	7.0e-170
EF3B	GCN1	34	98.8	5.2e-13
EF3B	MOT1	40	98.1	5.9e-10
EF3B	VAC14	42	97.7	8.8e-9
EF3B	2AAA	44	97.4	8.2e-8
EF3B	TOR2	48	97.0	8.5e-7
EF3B	IMB2	49	96.9	1.3e-6
EF3B	SF3B1	50	96.9	9.5e-7
EF3B	ECM29	51	96.9	8.7e-7
EF3B	STU2	52	96.7	2.5e-6
EF3B	IMB3	53	96.7	2.7e-6
EF3B	TOR1	55	96.6	4.1e-6
EF3B	IMB4	57	96.3	1.1e-5
EF3B	IMB1	58	96.1	2.3e-5
EF3B	MET18	59	96.0	2.9e-5
EF3B	IMA1	60	95.8	5.1e-5
EF3B	VAC8	61	95.8	4.6e-5
EF3B	AP1B1	62	95.8	5.5e-5
EF3B	UTP20	64	95.6	8.0e-5
EF3B	CEX1	65	95.1	0.00022
EF3B	UTP10	66	94.8	0.00035
EF3B	DOHH	67	94.2	0.00076
EF3B	COPG	68	94.0	0.00093
EF3B	AP3D	69	93.8	0.0012
EF3B	STU1	70	93.7	0.0013
EF3B	UFD4	71	93.3	0.0018
EF3B	AP2B	72	93.1	0.0022
EF3B	VPS15	73	92.3	0.0037
EF3B	CSE1	74	92.3	0.0036
EF3B	COPB	75	91.9	0.0046
EF3B	RRP12	78	91.7	0.0053
EF3B	AP3B	79	90.7	0.0084
EF3B	KA120	80	90.5	0.009
EF3B	SXM1	81	89.3	0.014
EF3B	RTP1	82	87.0	0.027
EF3B	FES1	83	86.8	0.029
EF3B	NMD5	84	84.7	0.045
EF3B	PDS5	85	84.2	0.05
EF3B	CND3	86	84.0	0.051
EF3B	SHE4	88	82.6	0.065
EF3B	VID28	89	80.6	0.088
EF3B	AP2A	90	75.7	0.16
EF3B	BLM10	91	72.7	0.21
EF3B	IPI1	93	71.7	0.24
EF3B	AP1G1	94	70.6	0.26
EF3B	RPN2	96	61.8	0.52
EF3B	SCY1	97	61.7	0.52
PTA1	PDS5	1	27.8	4.3
PTA1	AP3D	2	20.9	7.1
PTA1	VAC14	3	18.6	8.5
PTA1	MAK21	4	13.9	13
PTA1	VPS15	5	13.9	13
PTA1	AP2B	6	13.4	14
PTA1	SCC3	7	10.7	19
IMA1	UFD4	1	99.8	3.9e-26
IMA1	VAC8	2	99.8	6.3e-26
IMA1	VID28	3	99.8	4.6e-24
IMA1	SHE4	4	99.5	2.0e-18
IMA1	AP1B1	5	99.2	6.7e-16
IMA1	AP2B	6	99.1	1.2e-14
IMA1	2AAA	7	99.1	7.7e-15
IMA1	FES1	8	98.9	1.1e-13
IMA1	VAC14	9	98.8	4.1e-13
IMA1	SF3B1	10	98.8	9.0e-13
IMA1	IMB2	11	98.6	8.2e-12
IMA1	HGH1	12	98.6	5.7e-12
IMA1	AP3B	13	98.6	7.6e-12
IMA1	VATH	14	98.6	6.8e-12
IMA1	TOR1	15	98.5	1.9e-11
IMA1	DOHH	16	98.5	2.4e-11
IMA1	COPG	17	98.5	1.6e-11
IMA1	COPB	18	98.5	1.4e-11
IMA1	IMB3	19	98.4	5.8e-11
IMA1	AP3D	20	98.3	1.4e-10
IMA1	AP1G1	21	98.3	1.4e-10
IMA1	TOR2	22	98.2	2.6e-10
IMA1	GCN1	23	98.1	5.8e-10
IMA1	ECM29	24	98.1	4.3e-10
IMA1	IMB1	25	97.9	2.2e-9
IMA1	RPN2	26	97.9	4.1e-9
IMA1	IMB4	27	97.8	4.6e-9
IMA1	USO1	28	97.8	5.3e-9
IMA1	SYO1	29	97.8	5.6e-9
IMA1	STU2	30	97.7	1.6e-8
IMA1	AP2A	31	97.5	5.5e-8
IMA1	UTP20	32	97.2	2.4e-7
IMA1	KOG1	33	97.2	3.0e-7
IMA1	VPS15	34	97.1	4.7e-7
IMA1	MET18	35	96.9	9.6e-7
IMA1	EF3B	36	96.7	2.7e-6
IMA1	MOT1	37	96.7	2.4e-6
IMA1	EF3A	38	96.7	3.1e-6
IMA1	PDS5	39	96.6	3.4e-6
IMA1	NEW1	40	96.5	5.6e-6
IMA1	UTP10	41	96.4	7.4e-6
IMA1	CEX1	42	96.4	7.0e-6
IMA1	RRP12	43	96.1	2.0e-5
IMA1	RTP1	44	95.9	4.0e-5
IMA1	STU1	45	95.7	6.7e-5
IMA1	CND3	46	95.5	0.0001
IMA1	SIL1	47	95.1	0.00023
IMA1	NMD5	48	94.6	0.00047
IMA1	TSC11	50	94.4	0.00057
IMA1	KA120	51	93.9	0.001
IMA1	CSE1	52	93.8	0.0011
IMA1	HSM3	53	93.7	0.0012
IMA1	RPN1	54	93.4	0.0016
IMA1	CND1	55	93.3	0.0018
IMA1	SXM1	56	92.4	0.0035
IMA1	SCC2	57	91.9	0.0048
IMA1	HYM1	58	91.1	0.007
IMA1	XPO1	59	88.4	0.019
IMA1	SCC3	61	84.8	0.044
IMA1	IPI1	65	80.0	0.095
IMA1	TR732	69	54.1	0.85
IMA1	LAA1	70	53.0	0.92
IMA1	SCY1	71	49.6	1.1
IMA1	TAO3	74	43.5	1.6
IMA1	BLM10	80	25.1	5.2
KA120	SXM1	1	100.0	1.4e-65
KA120	IMB1	2	100.0	7.7e-36
KA120	NMD5	4	100.0	1.6e-59
KA120	CSE1	5	100.0	2.9e-63
KA120	IMB3	6	99.9	2.7e-27
KA120	IMB2	7	99.9	2.6e-30
KA120	IMB4	9	99.9	3.3e-34
KA120	XPO1	11	99.8	8.8e-26
KA120	GCN1	14	98.4	3.9e-11
KA120	RRP12	15	98.4	7.0e-11
KA120	SF3B1	16	98.2	3.8e-10
KA120	UTP20	17	98.0	1.6e-9
KA120	2AAA	18	98.0	1.4e-9
KA120	ECM29	19	97.7	1.1e-8
KA120	VAC14	20	97.5	5.7e-8
KA120	TOR2	21	97.3	1.4e-7
KA120	TOR1	22	97.2	2.7e-7
KA120	MET18	23	96.9	1.3e-6
KA120	UTP10	24	95.9	3.7e-5
KA120	COPG	25	95.5	9.8e-5
KA120	AP1B1	26	95.0	0.00025
KA120	RTP1	27	94.7	0.0004
KA120	VAC8	28	93.3	0.0018
KA120	VPS15	29	93.1	0.0022
KA120	EF3A	30	93.0	0.0023
KA120	EF3B	31	92.9	0.0025
KA120	STU2	32	91.6	0.0056
KA120	IMA1	33	90.8	0.008
KA120	NEW1	34	90.3	0.0097
KA120	CEX1	35	90.0	0.011
KA120	AP2B	36	89.3	0.014
KA120	COPB	37	87.2	0.026
KA120	MOT1	38	83.8	0.053
KA120	AP3B	39	82.7	0.064
KA120	UFD4	40	81.7	0.075
KA120	AP3D	41	78.0	0.12
KA120	IPI1	43	72.9	0.21
KA120	CND1	44	63.7	0.45
KA120	AP1G1	45	63.6	0.45
KA120	PDS5	46	49.6	1.1
KA120	FES1	47	41.6	1.8
KA120	TTI1	48	40.8	1.9
KA120	AP2A	49	36.3	2.5
KA120	CND3	50	34.6	2.8
KA120	STU1	51	33.5	3
KA120	SCC2	53	28.2	4.2
KA120	LAA1	54	26.0	4.8
KA120	VID28	55	25.6	5
KA120	SYO1	56	24.8	5.3
KA120	RPN2	57	24.4	5.5
KA120	SCC3	58	22.4	6.3
TR732	2AAA	2	93.5	0.0015
TR732	IMB2	3	91.2	0.0067
TR732	GCN1	4	89.6	0.013
TR732	SF3B1	5	83.6	0.055
TR732	AP1B1	6	81.3	0.079
TR732	COPG	7	79.9	0.097
TR732	IMB3	8	78.6	0.11
TR732	TOR1	9	77.2	0.13
TR732	COPB	10	69.3	0.29
TR732	TOR2	11	66.7	0.36
TR732	AP2B	12	60.1	0.58
TR732	CEX1	13	52.2	0.96
TR732	DOHH	14	51.0	1
TR732	AP3B	15	50.4	1.1
TR732	CND3	16	48.2	1.2
TR732	UTP20	17	46.9	1.3
TR732	CND1	18	44.9	1.5
TR732	AP3D	19	38.9	2.1
TR732	ECM29	20	38.2	2.2
TR732	IMB4	21	33.6	3
TR732	RPN2	22	30.6	3.6
TR732	MOT1	23	29.3	3.9
TR732	SCC2	24	28.1	4.2
TR732	VAC14	25	27.8	4.3
TR732	VAC8	26	20.4	7.4
CLU	HIF1	1	98.6	6.3e-12
CLU	CYC8	4	98.2	2.1e-10
CLU	SEC17	6	98.1	6.4e-10
CLU	APC5	36	96.5	5.9e-6
CLU	RPN6	38	96.4	8.8e-6
CLU	FIS1	57	89.2	0.015
CLU	RQC1	62	85.0	0.042
CLU	TOR1	71	49.1	1.2
SCC2	CND3	1	99.7	2.4e-22
SCC2	CND1	2	99.5	1.7e-18
SCC2	PDS5	3	98.8	3.8e-13
SCC2	2AAA	4	97.5	5.3e-8
SCC2	AP3B	5	96.9	1.0e-6
SCC2	AP1B1	6	96.9	1.0e-6
SCC2	VAC8	7	96.1	2.4e-5
SCC2	IMB3	8	95.9	4.1e-5
SCC2	SF3B1	9	95.9	4.2e-5
SCC2	AP2B	10	95.9	4.2e-5
SCC2	GCN1	11	95.8	5.4e-5
SCC2	COPG	12	95.8	4.5e-5
SCC2	IMB2	13	95.7	5.6e-5
SCC2	TOR2	14	95.6	8.8e-5
SCC2	TOR1	15	95.0	0.00027
SCC2	SCC3	16	94.9	0.00029
SCC2	ECM29	17	94.7	0.0004
SCC2	AP2A	18	93.0	0.0023
SCC2	IMA1	19	92.8	0.0027
SCC2	CEX1	20	92.1	0.0041
SCC2	COPB	21	92.0	0.0044
SCC2	VAC14	22	90.7	0.0084
SCC2	STU2	23	90.4	0.0094
SCC2	UTP20	24	87.9	0.022
SCC2	MET18	25	87.8	0.022
SCC2	IMB4	26	83.6	0.055
SCC2	AP3D	27	82.8	0.063
SCC2	RRP12	28	81.9	0.073
SCC2	DOHH	29	79.9	0.096
SCC2	STU1	30	73.8	0.19
SCC2	AP1G1	31	69.9	0.27
SCC2	FES1	32	68.7	0.31
SCC2	IPI1	33	66.7	0.36
SCC2	EF3B	34	64.1	0.44
SCC2	RTP1	35	63.1	0.47
SCC2	KOG1	36	60.4	0.57
SCC2	MOT1	37	59.4	0.61
SCC2	EF3A	38	56.8	0.72
SCC2	RPN2	39	55.7	0.78
SCC2	IMB1	40	55.1	0.8
SCC2	UTP10	41	52.8	0.93
SCC2	TR732	42	48.6	1.2
SCC2	NEW1	43	46.6	1.4
SCC2	UFD4	44	45.0	1.5
SCC2	VPS15	45	41.6	1.8
SCC2	USO1	46	31.4	3.4
SCC2	SYO1	47	29.6	3.8
SCC2	MAK21	48	28.8	4
SCC2	TSC11	49	23.4	5.9
SCC2	SHE4	50	20.4	7.4
SCC2	NOC3	51	20.1	7.5
SXM1	KA120	1	100.0	3.5e-58
SXM1	IMB4	2	100.0	2.6e-35
SXM1	IMB1	3	100.0	3.1e-38
SXM1	NMD5	5	100.0	4.0e-77
SXM1	CSE1	6	100.0	1.6e-60
SXM1	IMB3	7	99.9	6.2e-28
SXM1	IMB2	8	99.9	1.4e-28
SXM1	XPO1	12	99.8	1.2e-25
SXM1	RRP12	14	98.7	1.4e-12
SXM1	SF3B1	15	98.4	4.9e-11
SXM1	GCN1	16	98.3	1.3e-10
SXM1	2AAA	17	98.3	1.5e-10
SXM1	UTP20	18	98.1	5.8e-10
SXM1	VAC14	19	97.9	2.2e-9
SXM1	ECM29	20	97.8	4.8e-9
SXM1	TOR2	21	97.7	1.2e-8
SXM1	MET18	22	97.5	4.1e-8
SXM1	TOR1	23	97.3	1.5e-7
SXM1	UTP10	24	96.8	1.7e-6
SXM1	AP1B1	25	96.7	3.1e-6
SXM1	COPG	26	96.5	5.0e-6
SXM1	VAC8	27	95.0	0.00026
SXM1	COPB	28	94.8	0.00036
SXM1	AP3B	29	94.7	0.00042
SXM1	NEW1	30	94.6	0.00044
SXM1	AP2B	31	94.6	0.00049
SXM1	EF3A	32	94.4	0.0006
SXM1	VPS15	33	94.1	0.00089
SXM1	EF3B	34	93.5	0.0016
SXM1	STU2	35	92.7	0.0029
SXM1	AP2A	36	92.2	0.0038
SXM1	RTP1	37	91.9	0.0047
